term,term_id,df
whim,1749,2
met,1750,92
granted,1751,85
meeting,1752,181
held,1753,160
01-26-1991,1754,3
representatives,1755,81
voted,1756,4
approve,1757,50
resolution,1758,46
authorizing,1759,24
president,1760,55
designee,1761,22
execute,1762,14
ceded,1763,2
operator,1764,53
bound,1765,28
obvious,1766,13
free,1767,138
relinquished,1768,1
shows,1769,89
absence,1770,66
delegation,1771,23
fiduciary,1772,11
responsibilities,1773,66
contrary,1774,47
t]here,1775,1
discriminated,1776,3
offering,1777,46
party,1778,111
citing,1779,13
43,1780,51
61443,1781,1
62108,1782,1
hopes,1783,2
reciprocal,1784,3
assumes,1785,23
assume,1786,30
violate,1787,17
texas,1788,42
showing,1789,67
wrong,1790,9
assumptions,1791,26
logical,1792,9
numerous,1793,53
conducted,1794,200
complaint,1795,26
engaged,1796,54
enforcement,1797,108
commence,1798,23
ordered,1799,27
blanket,1800,19
revoked,1801,11
controlled,1802,79
common,1803,108
suggests,1804,34
relied,1805,45
modified,1806,74
definition,1807,137
01-16-1990,1808,3
sought,1809,56
granting,1810,51
merits,1811,17
passed,1812,21
utilizing,1813,26
considers,1814,44
seeks,1815,40
clear,1816,88
rests,1817,3
conjunction,1818,47
irrebuttable,1819,1
presumption,1820,26
holding,1821,63
balance,1822,37
rebuttable,1823,4
effects,1824,184
indisputable,1825,1
holder,1826,16
requisite,1827,6
plurality,1828,1
unanimity,1829,2
constitute,1830,82
lacks,1831,7
reasoned,1832,8
decisionmaking,1833,12
disagree,1834,5
controlling,1835,49
possession,1836,20
indirectly,1837,42
direction,1838,60
specifically,1839,179
addressed,1840,141
overlapping,1841,3
interests,1842,57
incentive,1843,20
26,1844,112
applied,1845,199
high,1846,265
island,1847,18
offshore,1848,10
t,1849,65
trailblazer,1850,1
sea,1851,23
robin,1852,12
northern,1853,28
border,1854,10
great,1855,54
lakes,1856,8
27,1857,216
collateral,1858,4
attack,1859,6
31593,1860,1
61340,1861,1
march,1862,121
1987,1863,70
convenience,1864,38
necessity,1865,14
jointly,1866,13
28,1867,99
managed,1868,21
consist,1869,54
operated,1870,70
opgc,1871,1
selects,1872,4
acts,1873,36
ceo,1874,1
july,1875,141
emphasized,1876,13
specifies,1877,32
committed,1878,29
claims,1879,72
affirmatively,1880,4
negatively,1881,3
owners,1882,80
subsidiary,1883,22
usx,1884,1
txo,1885,1
marathon,1886,2
oil,1887,48
delhi,1888,1
subsumed,1889,2
ships,1890,17
pipe,1891,51
whollyowned,1892,8
turn,1893,31
tennessee's,1894,2
tenngasco,1895,1
gulf,1896,14
development,1897,244
caney,1898,2
river,1899,49
oneok,1900,1
revoke,1901,8
operates,1902,19
opgc's,1903,1
manages,1904,1
informal,1905,17
nonpublic,1906,4
intends,1907,59
build,1908,22
convey,1909,11
likewise,1910,21
vetoed,1911,1
history,1912,77
serve,1913,120
successfully,1914,30
rebut,1915,10
linked,1916,13
produce,1917,121
nga,1918,3
discriminate,1919,7
29,1920,135
prohibitions,1921,30
guidelines,1922,64
deter,1923,7
person,1924,328
52,1925,57
21578,1926,1
june,1927,154
32445,1928,1
33563,1929,1
illegal,1930,7
treats,1931,3
nontariff,1932,1
mg,1933,59
prefix,1934,3
determine,1935,334
complying,1936,53
achieve,1937,76
withheld,1938,15
concealed,1939,4
view,1940,86
members,1941,152
ruled,1942,10
adversarial,1943,5
nonadversarial,1944,2
rely,1945,38
offtherecord,1946,1
protest,1947,29
intervene,1948,17
attempt,1949,28
redocketed,1950,3
treated,1951,94
erstwhile,1952,1
protestant,1953,1
bears,1954,13
conducting,1955,57
discovery,1956,12
responsible,1957,91
al,1958,99
61260,1959,2
61833,1960,2
nom,1961,2
algonquin,1962,4
61143,1963,2
taint,1964,1
284.286,1965,1
incorporate,1966,35
deregulation,1967,1
subpart,1968,131
certificates,1969,25
dichotomy,1970,1
mt,1971,14
successor,1972,12
difference,1973,62
apparent,1974,27
incorporating,1975,11
incorporated,1976,64
deleted,1977,26
30442,1978,1
232,1979,7
deletion,1980,8
phrase,1981,24
accidental,1982,28
reflects,1983,35
member,1984,83
learn,1985,5
defines,1986,53
interprets,1987,14
thereon,1988,6
compiled,1989,11
faced,1990,12
determination,1991,264
leave,1992,32
definitional,1993,4
difficulties,1994,22
resolved,1995,19
dockets,1996,30
seek,1997,46
judicial,1998,29
diligently,1999,1
plans,2000,112
stealth,2001,2
misinterprets,2002,2
noticed,2003,9
34,2004,95
participate,2005,97
proposals,2006,60
ample,2007,13
intervened,2008,1
91,2009,30
context,2010,32
30623,2011,1
florida,2012,34
rs92,2013,3
participated,2014,9
labeled,2015,57
36,2016,69
invited,2017,66
complaints,2018,29
37,2019,56
39,2020,48
igm,2021,1
previous,2022,106
protests,2023,23
igm's,2024,1
allegations,2025,11
41,2026,50
preorder,2027,1
61261,2028,1
61836,2029,1
385.713,2030,1
carnegie,2031,1
panhandle,2032,3
eastern,2033,32
southwest,2034,22
trunkline,2035,3
vesta,2036,1
61455,2037,1
60,2038,116
incorrectly,2039,6
conversations,2040,8
memorialized,2041,2
memoranda,2042,4
42,2043,104
raise,2044,22
assertions,2045,4
real,2046,54
concern,2047,117
contrast,2048,53
iv.b,2049,3
agree,2050,60
prospectively,2051,3
noticing,2052,1
interpretation,2053,66
assist,2054,93
separation,2055,51
250.16(b,2056,1
161.3(g,2057,1
t]o,2058,1
employees,2059,261
a]n,2060,1
1)[n]ew,2061,1
facilities,2062,239
organizational,2063,17
ensures,2064,14
dissemination,2065,22
functioning,2066,10
mandate,2067,24
g's,2068,1
share,2069,52
minimized,2070,18
evade,2071,3
arrange,2072,5
undermined,2073,1
divestment,2074,1
divorcement,2075,1
abuses,2076,4
aimed,2077,12
harmful,2078,19
chills,2079,2
daytoday,2080,8
officers,2081,22
directors,2082,31
managers,2083,15
nonmanagement,2084,1
properly,2085,105
person's,2086,12
status,2087,143
situations,2088,65
occupation,2089,8
actual,2090,129
31598,2091,1
guidance,2092,75
duties,2093,78
planning,2094,101
directing,2095,16
organizing,2096,7
carrying,2097,37
gasrelated,2098,1
examples,2099,47
supervisors,2100,16
technical,2101,159
purchasing,2102,20
dispatching,2103,1
highly,2104,57
highlyplaced,2105,1
operatives,2106,1
corporations,2107,18
transportationrelated,2108,1
nonoperating,2109,1
supportive,2110,15
nature,2111,119
clerical,2112,7
secretarial,2113,4
building,2114,284
maintenance,2115,201
payroll,2116,16
accounting,2117,64
revises,2118,4
gaps,2119,7
lapse,2120,2
1902,2121,2
0157,2122,1
1320.14,2123,1
enables,2124,12
carry,2125,60
legislative,2126,23
ngpa,2127,1
viable,2128,11
review/monitor,2129,1
pipeline/affiliate/nonaffiliate,2130,1
notifying,2131,13
180day,2132,1
vi,2133,107
553(d,2134,1
apa,2135,6
46,2136,58
good,2137,102
shorten,2138,6
expire,2139,12
apa's,2140,1
fulfilled,2141,6
causing,2142,28
gap,2143,6
lois,2144,26
cashell,2145,25
amends,2146,30
161_standards,2147,1
717,2148,6
717w,2149,1
3301,2150,2
3432,2151,1
7101,2152,1
7352,2153,1
161.3,2154,2
250_forms,2155,1
250.16,2156,1
paragraphs,2157,108
a)(3,2158,8
c)(1,2159,9
c)(2,2160,9
d)(1,2161,15
plan,2162,248
involved,2163,120
01-12-1988,2164,5
284.8(b)(4)(ii,2165,1
b)(1,2166,27
commenced,2167,6
pending,2168,49
months,2169,112
initially,2170,41
01-19-1988,2171,2
d)(2,2172,16
d)(4,2173,6
6717,2174,32
commerce,2175,136
patent,2176,21
trademark,2177,2
930508,2178,1
3327,2179,1
0651,2180,1
aa61,2181,1
revision,2182,95
fees,2183,73
pto,2184,1
fee,2185,74
245,2186,10
authorization,2187,55
kopson,2188,1
703,2189,40
305,2190,27
8510,2191,1
mail,2192,64
marked,2193,25
commissioner,2194,60
patents,2195,7
trademarks,2196,5
20231,2197,3
adjusts,2198,2
103,2199,60
179,2200,7
funding,2201,104
lanham,2202,1
1946,2203,4
1113,2204,3
authorizes,2205,38
mark,2206,26
materials,2207,327
furnished,2208,31
marks,2209,9
established,2210,217
class,2211,166
adjustment,2212,59
recover,2213,16
518692000,2214,1
fiscal,2215,65
4830000,2216,1
attributable,2217,39
enacted,2218,27
504021000,2219,1
14671000,2220,1
deposited,2221,16
surcharge,2222,10
fund,2223,104
omnibus,2224,17
reconciliation,2225,16
102,2226,60
204,2227,14
income,2228,63
103000000,2229,1
deficit,2230,5
reduction,2231,170
lieu,2232,45
seeking,2233,57
taxpayer,2234,9
funds,2235,178
treasury,2236,69
special,2237,184
account,2238,176
reserved,2239,33
exclusively,2240,25
appropriation,2241,11
congress,2242,55
appropriated,2243,17
88329000,2244,1
grace,2245,6
beginning,2246,126
ending,2247,20
01-31-1994,2248,58
notified,2249,58
deficiency,2250,26
supplement,2251,54
insufficient,2252,32
applicant,2253,110
original,2254,122
papers,2255,22
returned,2256,33
payment,2257,94
2.6,2258,6
subparagraph,2259,14
a)(1,2260,27
adjust,2261,34
conformity,2262,16
12612,2263,19
paperwork,2264,90
1980,2265,89
3501,2266,25
federalism,2267,21
implications,2268,32
affecting,2269,40
government,2270,234
outlined,2271,38
553(6)(b,2272,1
restates,2273,3
congressionally,2274,3
congressionallymandated,2275,1
01-21-1993,2276,11
39102,2277,1
legislation,2278,30
excess,2279,108
index,2280,57
pub,2281,112
increased,2282,150
enactment,2283,8
courts,2284,26
lawyers,2285,14
2_rules,2286,1
1123,2287,2
245.00,2288,1
bruce,2289,9
lehman,2290,2
assistant,2291,159
1021,2292,9
3510,2293,61
oceanic,2294,17
atmospheric,2295,23
50,2296,211
921230,2297,1
3020,2298,1
122793c,2299,1
summer,2300,17
flounder,2301,3
fishery,2302,33
marine,2303,62
fisheries,2304,39
nmfs,2305,40
noaa,2306,19
notification,2307,96
quota,2308,15
announce,2309,13
pounds,2310,23
4536,2311,3
kg,2312,30
carolina,2313,32
transferred,2314,41
rhode,2315,8
3121750,2316,1
1416016,2317,2
1946851,2318,2
883086,2319,2
announces,2320,66
vessels,2321,41
permit,2322,162
resume,2323,8
landing,2324,8
dates,2325,225
01-28-1993,2326,30
hannah,2327,3
goodale,2328,2
analyst,2329,30
508,2330,10
281,2331,8
9101,2332,3
fmp,2333,15
57358,2334,2
specification,2335,21
apportioned,2336,5
coastal,2337,5
maine,2338,19
625.20,2339,3
calendar,2340,48
12.35,2341,1
million,2342,123
5.6,2343,7
01-22-1993,2344,22
5658,2345,2
adjusted,2346,53
amendment,2347,124
september,2348,114
49937,2349,2
15.68298,2350,1
1936851,2351,1
878550,2352,1
27.44584,2353,1
3389565,2354,2
1537497,2355,1
emergency,2356,68
01-26-1993,2357,11
45075,2358,1
01-29-1993,2359,32
62556,2360,1
mutual,2361,14
concurrence,2362,14
northeast,2363,17
region,2364,86
regional,2365,121
combine,2366,10
transfers,2367,12
combinations,2368,17
coastwide,2369,2
3435214,2370,1
1.56,2371,1
45649,2372,1
20706,2373,1
totalling,2374,2
1.54,2375,4
257815,2376,1
116942,2377,1
3131750,2378,1
1.42,2379,1
virginia,2380,58
125000,2381,3
56699,2382,1
59196,2383,1
62050,2384,1
jersey,2385,28
7815,2386,1
3545,2387,1
01-18-1993,2388,13
61844,2389,1
publish,2390,63
advising,2391,5
vessel,2392,39
dealer,2393,22
holders,2394,11
portion,2395,142
state's,2396,25
agreed,2397,72
carolina's,2398,1
publishes,2399,19
quotas,2400,6
carolina_3121750,2401,1
island_1946851,2402,1
closure,2403,38
rescinded,2404,6
land,2405,69
harvested,2406,7
classification,2407,49
1801,2408,10
crestin,2409,3
conservation,2410,55
32091,2411,1
4:41,2412,1
pm,2413,48
642,2414,5
930791,2415,1
3191,2416,1
i.d,2417,21
up30,2418,1
migratory,2419,9
pelagic,2420,8
resources,2421,169
mexico,2422,30
south,2423,64
atlantic,2424,11
trip,2425,14
west,2426,77
coast,2427,26
zone,2428,42
king,2429,9
mackerel,2430,1
eez,2431,5
overfished,2432,1
resource,2433,66
fish,2434,66
50fish,2435,1
12:01,2436,1
p.m,2437,155
remains,2438,55
closed,2439,99
godcharles,2440,1
813,2441,6
893,2442,2
3161,2443,1
spanish,2444,4
cero,2445,1
cobia,2446,1
tunny,2447,1
dolphin,2448,1
bluefish,2449,1
prepared,2450,157
councils,2451,4
implemented,2452,100
magnuson,2453,7
catch,2454,13
limits,2455,151
fishing,2456,40
58509,2457,1
865000,2458,1
392361,2459,1
642.31(a)(2,2460,1
75,2461,54
zone's,2462,1
effected,2463,13
aboard,2464,8
landed,2465,6
amounts,2466,141
exceeding,2467,28
end,2468,167
reached,2469,34
alabama/florida,2470,1
boundary,2471,20
87,2472,17
ˆ,2473,49
’,2474,27
06,2475,15
longitude,2476,3
dade/monroe,2477,1
county,2478,93
20.4,2479,2
latitude,2480,10
monroe/collier,2481,1
48,2482,39
32097,2483,1
3:44,2484,2
663,2485,6
931244,2486,1
3344,2487,2
121493a,2488,1
pacific,2489,31
groundfish,2490,7
suspension,2491,30
promulgated,2492,74
license,2493,42
limitation,2494,58
licenselimitationlimited-entry,2495,1
wishing,2496,44
limitedentry,2497,2
federally,2498,32
endorsed,2499,11
endorsement,2500,13
delay,2501,38
implement,2502,129
suspends,2503,2
variances,2504,5
barred,2505,2
633.33(f)(2,2506,1
suspended,2507,26
william,2508,42
robinson,2509,12
206,2510,23
526,2511,3
6140,2512,1
codified,2513,19
663.30,2514,1
663.43,2515,1
qualified,2516,104
663.33(f)(2,2517,2
gear,2518,20
trawl,2519,4
registered,2520,57
feet,2521,72
1.52,2522,1
shorter,2523,21
variance,2524,4
663.33(g,2525,1
smaller,2526,55
step,2527,37
stepup,2528,1
larger,2529,71
professional,2530,62
architects,2531,3
individuals,2532,187
consultation,2533,44
council,2534,108
standardized,2535,27
measure,2536,104
harvest,2537,14
lengths,2538,4
combining,2539,11
endorsements,2540,14
proposal,2541,248
anticipation,2542,4
acquired,2543,40
qualifying,2544,17
replaced,2545,29
1.52m,2546,1
he/she,2547,6
single,2548,129
situation,2549,45
suspending,2550,4
663.33(f)(2)_the,2551,1
imposing,2552,19
limitations,2553,104
failure,2554,92
combination,2555,80
participating,2556,63
expect,2557,25
major,2558,196
species,2559,90
restrictive,2560,16
disincentive,2561,4
bringing,2562,13
largecapacity,2563,1
intend,2564,19
establishment,2565,88
553(b)(b,2566,2
temporarily,2567,17
immediately,2568,106
nancy,2569,13
foster,2570,17
663.33,2571,1
f)(2,2572,7
32102,2573,1
health,2574,378
human,2575,160
food,2576,119
drug,2577,93
101,2578,61
labeling,2579,96
93n,2580,8
0478,2581,1
o905,2582,1
ado8,2583,1
ab68,2584,3
dietary,2585,48
supplements,2586,46
hhs,2587,48
fda,2588,68
1995,2589,66
mandatory,2590,85
nutrition,2591,47
nutrient,2592,18
content,2593,153
cosmetic,2594,36
vitamins,2595,11
minerals,2596,68
herbs,2597,6
nutritional,2598,17
substances,2599,81
ds,2600,25
education,2601,110
foods,2602,42
finds,2603,72
hardship,2604,16
laina,2605,1
bush,2606,4
center,2607,153
safety,2608,284
hfs,2609,15
726,2610,3
200,2611,104
st,2612,76
sw,2613,124
20204,2614,14
205,2615,21
5271,2616,1
signed,2617,60
535,2618,8
adds,2619,13
403(q,2620,2
343(q,2621,2
403(r)(2,2622,2
343(r)(2,2623,1
define,2624,55
01-27-1991,2625,8
56,2626,52
60366,2627,3
2066,2628,1
conventional,2629,35
571,2630,9
202(a)(1,2631,3
moratorium,2632,14
202(a)(2,2633,2
33700,2634,2
10(a)(1)(a,2635,1
343,2636,11
r)(2,2637,1
promulgation,2638,38
10(a)(3)(b,2639,1
existed,2640,8
2070,2641,9
entitled,2642,80
called,2643,86
delayed,2644,19
33715,2645,3
33725,2646,1
33731,2647,3
33748,2648,2
gave,2649,19
01-17-1993,2650,25
month,2651,100
6month,2652,4
2000,2653,49
letters,2654,38
onethird,2655,5
advocacy,2656,12
care,2657,92
professionals,2658,26
societies,2659,3
universities,2660,13
distributors,2661,9
retailers,2662,3
associations,2663,37
governments,2664,63
agency's,2665,88
follow,2666,71
claim,2667,51
reported,2668,153
redesign,2669,3
labels,2670,58
exceed,2671,150
removed,2672,133
logistics,2673,3
printing,2674,33
packaging,2675,46
exhausting,2676,3
label,2677,62
supplies,2678,38
cited,2679,63
savings,2680,31
insignificant,2681,14
inventory,2682,18
disposal,2683,95
reduced,2684,135
85,2685,37
18month,2686,1
fda's,2687,21
estimate,2688,122
profits,2689,19
explained,2690,45
upcoming,2691,4
pharmacopoeia,2692,1
usp,2693,13
spent,2694,33
efforts,2695,111
consecutively,2696,1
overlap,2697,12
suppliers,2698,18
rushing,2699,1
secure,2700,31
deadline,2701,44
agrees,2702,61
difficult,2703,73
stressed,2704,7
attempting,2705,10
dependent,2706,54
2075,2707,1
represent,2708,83
bear,2709,58
higher,2710,158
determines,2711,101
shown,2712,138
12month,2713,15
compared,2714,83
borne,2715,21
tailor,2716,3
concludes,2717,62
expects,2718,39
pressure,2719,145
eased,2720,2
enjoying,2721,2
relabeling,2722,5
directed,2723,102
advance,2724,64
anprm,2725,3
safe,2726,71
33690,2727,3
12291,2728,9
disagrees,2729,11
alternatives,2730,115
separated,2731,45
resulting,2732,123
evaluated,2733,92
impacts,2734,123
objected,2735,25
rulemakings,2736,12
25000,2737,13
potentially,2738,72
5000,2739,47
herbal,2740,4
tested,2741,33
relabeled,2742,1
amino,2743,13
acids,2744,18
recognizable,2745,3
vitamin,2746,18
mineral,2747,60
nutrients,2748,15
marketed,2749,17
unaffected,2750,4
convinced,2751,7
range,2752,155
150,2753,48
500,2754,71
herb,2755,3
dunn,2756,4
bradstreet's,2757,3
yellow,2758,10
pages,2759,16
listing,2760,64
privately,2761,8
privatelyheld,2762,1
conservative,2763,11
suggest,2764,27
confirmed,2765,11
private,2766,102
sizes,2767,36
admits,2768,1
perfect,2769,11
inadequate,2770,37
inclusion,2771,40
inflate,2772,1
arrive,2773,7
estimating,2774,19
disagreed,2775,17
expenses,2776,89
1000,2777,87
creation,2778,18
proofreading,2779,1
retraining,2780,10
120,2781,54
2500,2782,17
factors,2783,168
complicated,2784,9
model,2785,100
research,2786,170
triangle,2787,11
institute,2788,121
rti,2789,11
ref,2790,31
incur,2791,11
850,2792,9
identifiable,2793,21
patterns,2794,24
acknowledges,2795,12
resulted,2796,51
underestimates,2797,1
detailed,2798,97
altering,2799,14
130000,2800,3
250000,2801,10
depending,2802,80
contractor's,2803,5
study,2804,151
lower,2805,174
periods,2806,84
1year,2807,14
results,2808,256
65000,2809,1
50000,2810,19
94000,2811,1
assayed,2812,1
testing,2813,134
588,2814,2
listed,2815,243
determinable,2816,3
works,2817,17
admitted,2818,13
consumed,2819,21
undergo,2820,8
object,2821,17
20000,2822,10
analytical,2823,61
800,2824,70
redesigning,2825,2
desktop,2826,2
linotronic,2827,1
600,2828,30
plates,2829,6
750,2830,14
comprehensive,2831,85
ingredient,2832,51
necessitate,2833,6
redistribution,2834,2
15000,2835,10
75000,2836,7
firm's,2837,9
planned,2838,45
incremental,2839,34
costly,2840,13
lengthier,2841,1
7.5,2842,15
37.5,2843,3
providing,2844,138
inventories,2845,3
3.4,2846,11
