term_id,doc_id,term_frequency,df
1497,"{'FR940104-0-00052': 2, 'FR940128-2-00070': 1, 'FR941206-1-00134': 4}",7,3
1498,"{'FR940104-0-00052': 2, 'FR940104-0-00064': 1, 'FR940104-0-00067': 1, 'FR940104-0-00094': 1, 'FR940104-2-00024': 1, 'FR940104-2-00025': 2, 'FR940128-2-00063': 2, 'FR940128-2-00064': 2, 'FR940128-2-00066': 1, 'FR940128-2-00067': 1, 'FR940128-2-00068': 1, 'FR940128-2-00070': 6, 'FR940128-2-00245': 1, 'FR940405-1-00004': 1, 'FR940617-2-00093': 4, 'FR940810-2-00036': 2, 'FR940810-2-00037': 2, 'FR940810-2-00039': 12, 'FR940810-2-00041': 1, 'FR940810-2-00042': 1, 'FR940810-2-00043': 6, 'FR940810-2-00044': 5, 'FR940810-2-00045': 6, 'FR940810-2-00046': 5, 'FR941206-1-00079': 1, 'FR941206-1-00134': 40}",108,26
1499,"{'FR940104-0-00052': 2, 'FR940104-0-00067': 1, 'FR940128-2-00063': 1, 'FR940128-2-00068': 1, 'FR941206-1-00134': 3}",8,5
1500,"{'FR940104-0-00052': 5, 'FR940104-0-00053': 10, 'FR940104-0-00054': 2, 'FR940104-0-00055': 3, 'FR940104-0-00056': 1, 'FR940104-0-00057': 2, 'FR940104-0-00060': 1, 'FR940104-0-00061': 1, 'FR940104-0-00062': 3, 'FR940104-0-00064': 2, 'FR940104-0-00065': 5, 'FR940104-0-00066': 1}",36,12
1501,"{'FR940104-0-00052': 5, 'FR940104-0-00053': 8, 'FR940104-0-00054': 2, 'FR940104-0-00055': 2, 'FR940104-0-00056': 1, 'FR940104-0-00057': 1, 'FR940104-0-00060': 1, 'FR940104-0-00061': 1, 'FR940104-0-00062': 2, 'FR940104-0-00064': 2, 'FR940104-0-00065': 5, 'FR940104-0-00066': 1}",31,12
1502,"{'FR940104-0-00052': 7, 'FR940104-0-00053': 11, 'FR940104-0-00054': 5, 'FR940104-0-00055': 8, 'FR940104-0-00056': 1, 'FR940104-0-00057': 2, 'FR940104-0-00058': 2, 'FR940104-0-00060': 1, 'FR940104-0-00061': 2, 'FR940104-0-00062': 6, 'FR940104-0-00064': 7, 'FR940104-0-00065': 11, 'FR940104-0-00066': 1}",64,13
1503,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 6, 'FR940104-0-00055': 2, 'FR940104-0-00061': 1, 'FR940104-0-00062': 2, 'FR940104-0-00064': 3}",15,6
1504,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 6, 'FR940104-0-00055': 2, 'FR940104-0-00061': 1, 'FR940104-0-00062': 2, 'FR940104-0-00064': 4}",16,6
1505,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 2, 'FR940104-0-00054': 1, 'FR940104-0-00055': 1, 'FR940104-0-00061': 1, 'FR940104-0-00062': 1, 'FR940104-0-00065': 1}",8,7
1506,"{'FR940104-0-00052': 3, 'FR940104-0-00054': 3, 'FR940104-0-00055': 1, 'FR940104-0-00056': 3, 'FR940104-0-00057': 1, 'FR940104-0-00062': 4, 'FR940104-0-00064': 2, 'FR940104-0-00065': 1, 'FR940104-0-00066': 1}",19,9
1507,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 5, 'FR940104-0-00054': 1, 'FR940104-0-00058': 1, 'FR940104-0-00064': 1}",10,5
1508,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 5, 'FR940104-0-00054': 1, 'FR940104-0-00058': 1, 'FR940104-0-00064': 1}",10,5
1509,"{'FR940104-0-00052': 2, 'FR940104-0-00055': 1, 'FR940104-2-00005': 1, 'FR940104-2-00010': 2, 'FR940104-2-00044': 1, 'FR940104-2-00054': 1, 'FR940128-2-00020': 1, 'FR940128-2-00049': 1, 'FR940128-2-00070': 1, 'FR940128-2-00098': 1, 'FR940128-2-00099': 1, 'FR940128-2-00190': 1, 'FR940128-2-00210': 1, 'FR940303-1-00004': 1, 'FR940405-1-00030': 1, 'FR940405-1-00136': 1, 'FR940525-0-00033': 1, 'FR940525-0-00038': 1, 'FR940525-0-00072': 1, 'FR940617-2-00039': 1, 'FR940617-2-00153': 1, 'FR940617-2-00245': 1, 'FR940810-0-00020': 1, 'FR940810-0-00044': 1, 'FR940810-2-00013': 1, 'FR940810-2-00017': 1, 'FR940810-2-00035': 1, 'FR940810-2-00037': 1, 'FR940810-2-00038': 1, 'FR940810-2-00041': 1, 'FR940810-2-00083': 1, 'FR940810-2-00147': 1, 'FR941006-1-00053': 2, 'FR941006-1-00067': 1, 'FR941206-1-00089': 1, 'FR941206-1-00115': 1, 'FR941206-1-00128': 1, 'FR941206-1-00134': 1}",41,38
1510,"{'FR940104-0-00052': 1, 'FR940104-2-00010': 2, 'FR940405-1-00030': 1, 'FR940617-2-00153': 1, 'FR940617-2-00245': 1, 'FR940810-2-00017': 1, 'FR941006-1-00053': 1, 'FR941006-1-00067': 1}",9,8
1511,"{'FR940104-0-00052': 2, 'FR940104-0-00054': 1, 'FR940104-0-00055': 4, 'FR940104-0-00061': 1, 'FR940104-0-00064': 2, 'FR940104-0-00065': 1}",11,6
1512,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 1, 'FR940104-0-00054': 2, 'FR940104-0-00055': 4, 'FR940104-0-00061': 1, 'FR940104-0-00064': 2, 'FR940104-0-00065': 1}",13,7
1513,"{'FR940104-0-00052': 1, 'FR940128-2-00106': 1, 'FR940128-2-00209': 1, 'FR940303-1-00002': 1, 'FR940303-1-00062': 1, 'FR940405-1-00014': 1, 'FR940405-1-00020': 1, 'FR940405-1-00023': 1, 'FR940405-1-00028': 3, 'FR940617-2-00152': 1, 'FR940810-2-00060': 1, 'FR940810-2-00097': 3, 'FR940810-2-00103': 1, 'FR941006-1-00011': 1, 'FR941006-1-00139': 1, 'FR941206-1-00029': 4, 'FR941206-1-00030': 5, 'FR941206-1-00134': 5}",33,18
1514,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 1, 'FR940104-0-00054': 1, 'FR940104-0-00061': 1, 'FR940104-0-00065': 1, 'FR940104-0-00067': 2, 'FR941206-1-00134': 11}",19,7
1515,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 1, 'FR940104-0-00054': 1, 'FR940104-0-00061': 1, 'FR940104-0-00065': 1, 'FR940104-0-00067': 2, 'FR941206-1-00134': 4}",12,7
1516,"{'FR940104-0-00052': 4, 'FR940104-0-00053': 2, 'FR940104-0-00054': 1, 'FR940104-0-00061': 1, 'FR940104-0-00065': 1, 'FR940104-0-00066': 1, 'FR940104-0-00067': 2, 'FR940617-2-00086': 4, 'FR940617-2-00093': 3, 'FR940810-0-00137': 1, 'FR940810-2-00039': 1, 'FR940810-2-00043': 1, 'FR941206-1-00059': 1, 'FR941206-1-00060': 3, 'FR941206-1-00071': 2, 'FR941206-1-00078': 1, 'FR941206-1-00079': 1, 'FR941206-1-00099': 3, 'FR941206-1-00134': 57}",90,19
1517,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 1, 'FR940104-0-00054': 2, 'FR940104-0-00061': 1, 'FR940104-0-00065': 6, 'FR940104-0-00066': 1}",12,6
1518,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 1, 'FR940104-0-00054': 3, 'FR940104-0-00061': 4, 'FR940104-0-00064': 2, 'FR940104-0-00066': 2, 'FR940104-0-00067': 1, 'FR941206-1-00134': 4}",19,8
1519,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 1, 'FR940104-0-00054': 3, 'FR940104-0-00061': 4, 'FR940104-0-00064': 4, 'FR940104-0-00066': 2, 'FR940104-0-00067': 3, 'FR941206-1-00134': 6}",25,8
1520,"{'FR940104-0-00052': 1, 'FR940104-0-00054': 1, 'FR940104-0-00061': 2, 'FR941206-1-00134': 6}",10,4
1521,"{'FR940104-0-00052': 1, 'FR940104-0-00054': 1, 'FR940104-0-00061': 2, 'FR941206-1-00134': 6}",10,4
1522,"{'FR940104-0-00052': 2, 'FR940104-0-00053': 1, 'FR940104-0-00054': 3, 'FR940104-0-00061': 5, 'FR940104-0-00064': 6, 'FR940104-0-00066': 2, 'FR940104-0-00067': 1, 'FR940104-0-00068': 1}",21,8
1523,"{'FR940104-0-00052': 1, 'FR940104-2-00027': 2, 'FR940104-2-00028': 2, 'FR940104-2-00029': 2, 'FR940104-2-00061': 1, 'FR940128-2-00075': 2, 'FR940128-2-00076': 2, 'FR940128-2-00077': 2, 'FR940128-2-00078': 2, 'FR940617-2-00083': 2, 'FR940617-2-00085': 2}",20,11
1524,"{'FR940104-0-00052': 2, 'FR940104-2-00031': 1, 'FR940104-2-00032': 1, 'FR940104-2-00044': 1, 'FR940104-2-00063': 1, 'FR940104-2-00095': 2, 'FR940104-2-00100': 2, 'FR940104-2-00102': 1, 'FR940128-2-00099': 2, 'FR940128-2-00150': 1, 'FR940128-2-00151': 1, 'FR940128-2-00172': 1, 'FR940128-2-00173': 1, 'FR940405-1-00015': 1, 'FR940525-0-00044': 1, 'FR940617-2-00049': 1, 'FR940617-2-00086': 1, 'FR940617-2-00093': 2, 'FR940617-2-00108': 1, 'FR940617-2-00136': 1, 'FR940617-2-00141': 1, 'FR940617-2-00188': 1, 'FR940617-2-00189': 1, 'FR940617-2-00209': 2, 'FR940617-2-00218': 1, 'FR940617-2-00219': 1, 'FR940617-2-00222': 1, 'FR940617-2-00236': 1, 'FR940617-2-00245': 1, 'FR940810-0-00028': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR940810-2-00073': 1, 'FR940810-2-00074': 1, 'FR941006-1-00057': 1, 'FR941006-1-00066': 2, 'FR941206-1-00040': 1, 'FR941206-1-00089': 2, 'FR941206-1-00091': 1, 'FR941206-1-00115': 2, 'FR941206-1-00134': 1}",50,41
1525,"{'FR940104-0-00052': 2, 'FR940104-2-00031': 1, 'FR940104-2-00032': 1, 'FR940104-2-00044': 1, 'FR940104-2-00100': 1, 'FR940104-2-00102': 1, 'FR940128-2-00099': 2, 'FR940128-2-00150': 1, 'FR940128-2-00151': 1, 'FR940405-1-00015': 1, 'FR940617-2-00049': 1, 'FR940617-2-00086': 1, 'FR940617-2-00093': 2, 'FR940617-2-00136': 1, 'FR940617-2-00141': 1, 'FR940617-2-00209': 2, 'FR940617-2-00218': 1, 'FR940617-2-00219': 1, 'FR940810-0-00028': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR940810-2-00073': 1, 'FR940810-2-00074': 1, 'FR941006-1-00057': 1, 'FR941006-1-00066': 2, 'FR941206-1-00040': 1, 'FR941206-1-00089': 1, 'FR941206-1-00091': 1, 'FR941206-1-00115': 1, 'FR941206-1-00134': 1}",35,30
1526,"{'FR940104-0-00052': 2, 'FR940104-2-00031': 2, 'FR940128-2-00099': 1, 'FR940128-2-00103': 2, 'FR940128-2-00243': 1, 'FR940128-2-00245': 1, 'FR940525-0-00015': 1, 'FR940525-0-00023': 3, 'FR940525-0-00024': 2, 'FR940525-0-00025': 3, 'FR940525-0-00026': 3, 'FR940525-0-00027': 3, 'FR940525-0-00028': 3, 'FR940525-0-00029': 3, 'FR940617-2-00093': 2, 'FR940617-2-00219': 1, 'FR940810-2-00057': 2, 'FR940810-2-00058': 1, 'FR941206-1-00089': 2, 'FR941206-1-00091': 1, 'FR941206-1-00115': 2, 'FR941206-1-00134': 12}",53,22
1527,"{'FR940104-0-00052': 2, 'FR940104-2-00031': 2, 'FR940128-2-00099': 2, 'FR940128-2-00103': 2, 'FR940128-2-00243': 1, 'FR940128-2-00245': 1, 'FR940525-0-00015': 1, 'FR940525-0-00023': 3, 'FR940525-0-00024': 3, 'FR940525-0-00025': 3, 'FR940525-0-00026': 3, 'FR940525-0-00027': 3, 'FR940525-0-00028': 3, 'FR940525-0-00029': 3, 'FR940617-2-00093': 2, 'FR940617-2-00219': 1, 'FR940810-2-00057': 2, 'FR940810-2-00058': 1, 'FR941206-1-00040': 1, 'FR941206-1-00089': 2, 'FR941206-1-00091': 1, 'FR941206-1-00115': 2, 'FR941206-1-00134': 13}",57,23
1528,"{'FR940104-0-00052': 1, 'FR940104-0-00077': 1, 'FR940104-0-00087': 1, 'FR940104-0-00097': 1, 'FR940128-2-00030': 1, 'FR940128-2-00096': 1, 'FR940128-2-00194': 1, 'FR940617-2-00016': 1, 'FR940617-2-00095': 1, 'FR940617-2-00218': 1, 'FR940810-2-00036': 1, 'FR941006-1-00029': 1, 'FR941206-1-00082': 1, 'FR941206-1-00134': 2}",15,14
1529,"{'FR940104-0-00052': 2, 'FR940104-2-00020': 1, 'FR940128-2-00025': 1, 'FR940128-2-00028': 1, 'FR940128-2-00033': 1, 'FR940128-2-00143': 1, 'FR940303-1-00004': 2, 'FR940525-0-00015': 3, 'FR940617-2-00033': 1, 'FR940617-2-00035': 1, 'FR940617-2-00036': 1, 'FR940617-2-00061': 1, 'FR940617-2-00062': 1, 'FR940810-0-00021': 1, 'FR940810-0-00266': 1, 'FR940810-0-00316': 1, 'FR940810-2-00022': 1, 'FR940810-2-00096': 1, 'FR941206-1-00134': 6}",28,19
1530,"{'FR940104-0-00052': 1, 'FR940128-2-00060': 1, 'FR940128-2-00073': 1, 'FR940617-2-00119': 1, 'FR940617-2-00120': 1, 'FR940810-2-00042': 1, 'FR941006-1-00051': 1}",7,7
1531,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 1, 'FR940810-2-00057': 1, 'FR941006-1-00020': 1, 'FR941206-1-00091': 1, 'FR941206-1-00093': 1}",6,6
1532,"{'FR940104-0-00052': 1, 'FR940104-0-00055': 1, 'FR941206-1-00040': 1, 'FR941206-1-00059': 1, 'FR941206-1-00092': 1, 'FR941206-1-00098': 1}",6,6
1533,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 1, 'FR940104-0-00056': 3, 'FR940104-0-00058': 1, 'FR940405-1-00035': 1, 'FR940405-1-00051': 1, 'FR940405-1-00070': 1, 'FR940405-1-00071': 4, 'FR940405-1-00072': 3, 'FR940405-1-00074': 1, 'FR940405-1-00076': 1, 'FR940405-1-00077': 1, 'FR940405-1-00081': 1, 'FR940405-1-00084': 1, 'FR940525-0-00024': 1, 'FR940525-0-00025': 1, 'FR940810-0-00018': 3, 'FR940810-0-00045': 2, 'FR940810-0-00046': 2, 'FR940810-0-00063': 10, 'FR940810-0-00064': 3, 'FR940810-0-00065': 1, 'FR940810-0-00066': 3, 'FR940810-0-00069': 3, 'FR940810-0-00077': 1, 'FR940810-0-00100': 2, 'FR940810-0-00106': 1, 'FR940810-0-00150': 2, 'FR940810-0-00153': 1, 'FR941206-1-00077': 2, 'FR941206-1-00134': 9}",68,31
1534,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 2, 'FR940104-0-00054': 1, 'FR940104-0-00062': 1, 'FR940128-2-00102': 1, 'FR941006-1-00054': 1, 'FR941206-1-00134': 10}",17,7
1535,"{'FR940104-0-00052': 1, 'FR940104-0-00054': 2, 'FR940104-0-00064': 1, 'FR940128-2-00223': 2, 'FR940405-1-00004': 1, 'FR940405-1-00006': 1, 'FR940810-2-00039': 1}",9,7
1536,"{'FR940104-0-00052': 1, 'FR940104-0-00053': 2, 'FR940104-0-00054': 3, 'FR940104-0-00061': 4, 'FR940104-0-00064': 1, 'FR940104-0-00066': 3, 'FR940104-0-00067': 2, 'FR940128-2-00243': 2, 'FR940303-1-00027': 1, 'FR940525-0-00023': 3, 'FR940525-0-00024': 4, 'FR940525-0-00025': 3, 'FR940525-0-00026': 3, 'FR940525-0-00027': 3, 'FR940525-0-00028': 3, 'FR940525-0-00029': 3, 'FR940617-2-00090': 3, 'FR940617-2-00091': 1, 'FR940617-2-00211': 1, 'FR940810-0-00028': 1, 'FR940810-0-00032': 1, 'FR940810-0-00033': 1, 'FR940810-0-00034': 1, 'FR940810-0-00035': 2, 'FR940810-0-00128': 1, 'FR940810-0-00227': 1, 'FR940810-0-00288': 1, 'FR940810-2-00057': 1, 'FR941006-1-00050': 1, 'FR941006-1-00051': 2, 'FR941206-1-00032': 1, 'FR941206-1-00035': 1, 'FR941206-1-00036': 1, 'FR941206-1-00039': 1, 'FR941206-1-00040': 1, 'FR941206-1-00045': 2, 'FR941206-1-00074': 1, 'FR941206-1-00086': 1, 'FR941206-1-00090': 1, 'FR941206-1-00091': 1, 'FR941206-1-00096': 1, 'FR941206-1-00104': 1, 'FR941206-1-00113': 1, 'FR941206-1-00115': 1, 'FR941206-1-00134': 40}",114,45
1537,"{'FR940104-0-00052': 1, 'FR940104-0-00054': 1, 'FR940128-2-00030': 4, 'FR940128-2-00034': 5, 'FR940405-1-00140': 1, 'FR940405-1-00141': 2, 'FR940405-1-00144': 2, 'FR941206-1-00090': 1, 'FR941206-1-00091': 1, 'FR941206-1-00092': 1, 'FR941206-1-00097': 1, 'FR941206-1-00098': 1, 'FR941206-1-00101': 1, 'FR941206-1-00110': 1, 'FR941206-1-00112': 2, 'FR941206-1-00134': 5}",30,16
1538,"{'FR940104-0-00052': 1, 'FR940104-0-00055': 1, 'FR940104-0-00065': 10, 'FR940128-2-00069': 1, 'FR940128-2-00098': 3, 'FR940128-2-00101': 2, 'FR940128-2-00103': 2, 'FR940617-2-00039': 2, 'FR940617-2-00050': 1, 'FR940617-2-00216': 5, 'FR940810-0-00029': 9, 'FR940810-0-00183': 1, 'FR940810-2-00048': 1, 'FR941206-1-00041': 1, 'FR941206-1-00070': 1, 'FR941206-1-00077': 1, 'FR941206-1-00078': 2, 'FR941206-1-00079': 10, 'FR941206-1-00134': 5}",59,19
1539,"{'FR940104-0-00052': 1, 'FR940104-0-00055': 1, 'FR940104-0-00065': 2, 'FR940128-2-00069': 1, 'FR940810-0-00029': 1, 'FR940810-2-00039': 2, 'FR941206-1-00134': 5}",13,7
1540,"{'FR940104-0-00052': 1, 'FR940104-0-00066': 1, 'FR940104-0-00073': 3, 'FR940810-0-00023': 1, 'FR940810-0-00026': 1, 'FR940810-0-00027': 1, 'FR940810-0-00150': 1, 'FR940810-0-00331': 2, 'FR941206-1-00121': 1, 'FR941206-1-00141': 1}",13,10
1541,"{'FR940104-0-00052': 1, 'FR940104-0-00066': 1, 'FR940128-2-00178': 3, 'FR941206-1-00134': 1}",6,4
1542,"{'FR940104-0-00052': 1, 'FR940104-0-00066': 1, 'FR940104-2-00042': 1, 'FR940405-1-00029': 1, 'FR940405-1-00036': 2, 'FR940405-1-00086': 1, 'FR940405-1-00112': 1, 'FR940405-1-00113': 1, 'FR940525-0-00033': 1, 'FR940525-0-00042': 2, 'FR940525-0-00055': 1, 'FR940525-0-00060': 1, 'FR940810-0-00032': 1, 'FR940810-0-00034': 1, 'FR940810-0-00035': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR940810-0-00042': 1, 'FR940810-0-00138': 1, 'FR940810-0-00171': 1, 'FR940810-0-00185': 1, 'FR941006-1-00018': 3, 'FR941206-1-00039': 2, 'FR941206-1-00089': 2, 'FR941206-1-00115': 1, 'FR941206-1-00128': 2, 'FR941206-1-00129': 1, 'FR941206-1-00134': 3}",37,28
1543,"{'FR940104-0-00052': 1, 'FR940104-0-00066': 1, 'FR940104-2-00042': 1, 'FR940405-1-00029': 1, 'FR940405-1-00036': 2, 'FR940405-1-00086': 1, 'FR940405-1-00112': 1, 'FR940405-1-00113': 1, 'FR940525-0-00033': 1, 'FR940525-0-00042': 2, 'FR940525-0-00055': 1, 'FR940525-0-00060': 1, 'FR940525-0-00064': 1, 'FR940810-0-00032': 1, 'FR940810-0-00034': 1, 'FR940810-0-00035': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR940810-0-00042': 1, 'FR940810-0-00138': 1, 'FR940810-0-00171': 1, 'FR940810-0-00185': 1, 'FR941006-1-00018': 3, 'FR941206-1-00035': 1, 'FR941206-1-00039': 2, 'FR941206-1-00089': 3, 'FR941206-1-00115': 2, 'FR941206-1-00128': 4, 'FR941206-1-00129': 1, 'FR941206-1-00134': 3}",43,30
1544,"{'FR940104-0-00053': 1, 'FR940128-2-00068': 2, 'FR940810-0-00096': 1, 'FR940810-0-00137': 1, 'FR940810-0-00196': 1, 'FR940810-0-00237': 1, 'FR940810-0-00238': 1, 'FR940810-0-00297': 1, 'FR940810-0-00298': 1, 'FR940810-2-00039': 8, 'FR940810-2-00043': 1, 'FR940810-2-00045': 1, 'FR941006-1-00053': 1, 'FR941206-1-00134': 12}",33,14
1545,"{'FR940104-0-00053': 1, 'FR941206-1-00134': 6}",7,2
1546,"{'FR940104-0-00053': 1, 'FR941206-1-00134': 6}",7,2
1547,"{'FR940104-0-00053': 1, 'FR940104-0-00066': 1, 'FR941206-1-00134': 6}",8,3
1548,"{'FR940104-0-00053': 1, 'FR940104-0-00066': 1, 'FR941206-1-00134': 7}",9,3
1549,"{'FR940104-0-00053': 1, 'FR940104-0-00055': 2, 'FR940104-0-00062': 2, 'FR940104-0-00065': 4, 'FR940104-0-00066': 1}",10,5
1550,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 4, 'FR940617-2-00107': 1}",6,3
1551,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 10, 'FR940104-2-00063': 9}",20,3
1552,"{'FR940104-0-00053': 2, 'FR940104-0-00059': 1, 'FR940104-0-00061': 2, 'FR940104-0-00062': 1, 'FR940104-0-00066': 1}",7,5
1553,"{'FR940104-0-00053': 1, 'FR940405-1-00037': 1, 'FR940810-0-00100': 1, 'FR941206-1-00019': 3}",6,4
1554,"{'FR940104-0-00053': 2, 'FR940104-0-00054': 3, 'FR940104-0-00061': 1, 'FR940104-0-00064': 1, 'FR940104-0-00067': 1, 'FR940104-2-00062': 1, 'FR941206-1-00105': 1, 'FR941206-1-00134': 1}",11,8
1555,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 2, 'FR940128-2-00059': 1, 'FR940128-2-00071': 1, 'FR940128-2-00100': 1, 'FR941006-1-00051': 1, 'FR941206-1-00134': 4}",11,7
1556,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 1, 'FR940128-2-00059': 1, 'FR940128-2-00071': 1, 'FR941006-1-00051': 1, 'FR941206-1-00134': 2}",7,6
1557,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 1, 'FR940128-2-00059': 1, 'FR940128-2-00071': 1, 'FR941006-1-00051': 1, 'FR941206-1-00134': 2}",7,6
1558,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 1, 'FR940128-2-00059': 1, 'FR940128-2-00071': 1, 'FR941006-1-00051': 1, 'FR941206-1-00134': 2}",7,6
1559,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 2, 'FR940128-2-00059': 1, 'FR940128-2-00071': 1, 'FR941006-1-00051': 1, 'FR941206-1-00134': 4}",10,6
1560,"{'FR940104-0-00053': 1, 'FR940104-2-00062': 2, 'FR940128-2-00059': 1, 'FR940128-2-00071': 1, 'FR941206-1-00134': 3}",8,5
1561,"{'FR940104-0-00053': 1, 'FR940104-0-00055': 3, 'FR940104-0-00056': 5, 'FR940104-0-00058': 1, 'FR940104-0-00060': 1, 'FR940104-0-00062': 3, 'FR940104-0-00064': 3}",17,7
1562,"{'FR940104-0-00054': 1, 'FR940104-0-00064': 1, 'FR940128-2-00244': 1, 'FR941006-1-00050': 1, 'FR941006-1-00053': 1, 'FR941206-1-00134': 2}",7,6
1563,"{'FR940104-0-00054': 1, 'FR940525-0-00015': 2, 'FR940810-0-00333': 1, 'FR941206-1-00011': 1, 'FR941206-1-00056': 1, 'FR941206-1-00067': 1}",7,6
1564,"{'FR940104-0-00054': 1, 'FR940405-1-00122': 1, 'FR940617-2-00160': 1, 'FR940810-0-00160': 1, 'FR940810-0-00166': 2, 'FR940810-0-00194': 1, 'FR940810-2-00072': 1, 'FR941206-1-00018': 1, 'FR941206-1-00022': 1, 'FR941206-1-00024': 1, 'FR941206-1-00025': 1, 'FR941206-1-00085': 2, 'FR941206-1-00134': 3}",17,13
1565,"{'FR940104-0-00054': 1, 'FR940405-1-00137': 2, 'FR940405-1-00138': 3, 'FR940405-1-00141': 2, 'FR940405-1-00144': 1, 'FR940405-1-00145': 1, 'FR940810-0-00256': 1}",11,7
1566,"{'FR940104-0-00054': 1, 'FR940104-0-00055': 1, 'FR941206-1-00134': 13}",15,3
1567,"{'FR940104-0-00054': 3, 'FR940104-0-00055': 1, 'FR940104-0-00061': 1, 'FR940104-0-00062': 1, 'FR940104-0-00064': 1, 'FR940104-0-00065': 2, 'FR940104-0-00066': 1, 'FR940128-2-00063': 2, 'FR940810-2-00042': 1, 'FR940810-2-00044': 1, 'FR941206-1-00134': 11}",25,11
1568,"{'FR940104-0-00054': 1, 'FR940104-0-00056': 1, 'FR940104-2-00038': 1, 'FR940104-2-00041': 1, 'FR940617-2-00112': 1, 'FR940617-2-00114': 1, 'FR940617-2-00124': 1, 'FR940810-0-00052': 1}",8,8
1569,"{'FR940104-0-00054': 1, 'FR940104-0-00064': 1, 'FR940104-0-00068': 2, 'FR940525-0-00026': 4, 'FR940525-0-00028': 8}",16,5
1570,"{'FR940104-0-00054': 3, 'FR940104-0-00064': 2, 'FR940104-0-00068': 2}",7,3
1571,"{'FR940104-0-00054': 1, 'FR940104-0-00061': 1, 'FR940104-2-00080': 1, 'FR940104-2-00081': 1, 'FR940104-2-00083': 1, 'FR940104-2-00084': 1, 'FR940104-2-00086': 1, 'FR940128-2-00049': 1, 'FR940128-2-00142': 1, 'FR940405-1-00035': 1, 'FR940405-1-00037': 6, 'FR940405-1-00038': 8, 'FR940405-1-00039': 1, 'FR940405-1-00040': 1, 'FR940405-1-00041': 1, 'FR940405-1-00042': 2, 'FR940405-1-00043': 3, 'FR940405-1-00045': 2, 'FR940405-1-00046': 1, 'FR940405-1-00047': 4, 'FR940405-1-00054': 6, 'FR940405-1-00055': 1, 'FR940405-1-00062': 1, 'FR940405-1-00063': 2, 'FR940405-1-00064': 2, 'FR940405-1-00071': 4, 'FR940405-1-00072': 1, 'FR940405-1-00073': 3, 'FR940405-1-00077': 1, 'FR940405-1-00080': 1, 'FR940405-1-00083': 1, 'FR940405-1-00084': 6, 'FR940405-1-00085': 1, 'FR940405-1-00096': 1, 'FR940405-1-00097': 2, 'FR940405-1-00098': 3, 'FR940405-1-00121': 1, 'FR940405-1-00122': 1, 'FR940405-1-00133': 2, 'FR940405-1-00135': 1, 'FR940525-0-00015': 1, 'FR940810-0-00044': 1, 'FR940810-0-00066': 1, 'FR940810-0-00068': 2, 'FR940810-0-00069': 1, 'FR940810-0-00130': 1, 'FR940810-0-00148': 1, 'FR940810-0-00150': 1, 'FR940810-0-00155': 1, 'FR940810-0-00184': 2, 'FR940810-0-00195': 2, 'FR940810-0-00237': 1, 'FR940810-0-00271': 1, 'FR940810-0-00297': 1, 'FR941206-1-00014': 1, 'FR941206-1-00019': 1, 'FR941206-1-00134': 4}",103,57
1572,"{'FR940104-0-00055': 2, 'FR940104-0-00062': 2, 'FR940104-0-00065': 4, 'FR940104-0-00066': 1}",9,4
1573,"{'FR940104-0-00055': 2, 'FR940303-1-00038': 1, 'FR940617-2-00128': 1, 'FR940810-0-00052': 1, 'FR940810-0-00059': 1, 'FR940810-2-00113': 1, 'FR941006-1-00005': 1, 'FR941206-1-00007': 1, 'FR941206-1-00015': 1, 'FR941206-1-00134': 2}",12,10
1574,"{'FR940104-0-00055': 1, 'FR940104-0-00062': 1, 'FR940104-0-00064': 1, 'FR940128-2-00066': 1, 'FR941206-1-00134': 4}",8,5
1575,"{'FR940104-0-00055': 1, 'FR940525-0-00059': 2, 'FR940617-2-00128': 1, 'FR940617-2-00131': 1, 'FR941206-1-00134': 2}",7,5
1576,"{'FR940104-0-00055': 1, 'FR940104-0-00059': 1, 'FR941206-1-00134': 10}",12,3
1577,"{'FR940104-0-00055': 2, 'FR941206-1-00134': 4}",6,2
